scenario,replicate,year,C_f,S_b-i,P_adp,C_adp,V_LUC,R2,R1,S_LUC,div,div_loss
45,97,2075,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,125.6634296,-37.85478029
45,97,2076,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,124.5698417,-38.39560001
45,97,2077,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,123.7395903,-38.80619007
45,97,2078,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,122.8143541,-39.26375364
45,97,2079,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,121.9651457,-39.68371864
45,97,2080,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,121.320008,-40.00276313
45,97,2081,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,119.7664627,-40.77104881
45,97,2082,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,118.1764002,-41.5573936
45,97,2083,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,116.7451776,-42.26518618
45,97,2084,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,115.5871358,-42.83788074
45,97,2085,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,114.2284156,-43.5098182
45,97,2086,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,112.8735533,-44.17984778
45,97,2087,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,111.4287615,-44.89435083
45,97,2088,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,110.2147133,-45.49474263
45,97,2089,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,108.9921511,-46.09934491
45,97,2090,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,107.7270188,-46.72499968
45,97,2091,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,106.7048024,-47.23052355
45,97,2092,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,105.6920314,-47.73137632
45,97,2093,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,104.8123587,-48.16640704
45,97,2094,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,103.9080085,-48.61364171
45,97,2095,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,103.0525476,-49.0366988
45,97,2096,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,102.1828522,-49.46679539
45,97,2097,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,101.3295863,-49.88876697
45,97,2098,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,100.5995743,-50.24978494
45,97,2099,0.588,90,0.0162,0.00411,0.370709826,1,0.328433053,0.671566947,100.0090462,-50.54182296
45,98,2015,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,126.5273346,0
45,98,2016,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,125.8538609,-0.532275261
45,98,2017,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,125.1503226,-1.088311869
45,98,2018,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,124.1703893,-1.862795346
45,98,2019,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,123.0781394,-2.726047467
45,98,2020,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,121.8449975,-3.700652602
45,98,2021,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,120.1731546,-5.021982025
45,98,2022,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,118.9436999,-5.993673007
45,98,2023,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,117.5298873,-7.111069974
45,98,2024,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,116.0150323,-8.308325101
45,98,2025,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,114.7245976,-9.328211202
45,98,2026,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,113.2730625,-10.47542189
45,98,2027,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,111.9762462,-11.50035164
45,98,2028,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,110.9633411,-12.30089415
45,98,2029,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,109.6316387,-13.35339589
45,98,2030,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,108.551443,-14.20712106
45,98,2031,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,107.200312,-15.27497806
45,98,2032,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,106.0653053,-16.17202272
45,98,2033,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,105.2499468,-16.81643565
45,98,2034,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,104.0141814,-17.79311425
45,98,2035,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,102.9234915,-18.65513343
45,98,2036,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,102.1165709,-19.29287752
45,98,2037,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,100.9931929,-20.18073152
45,98,2038,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,100.2907892,-20.73587141
45,98,2039,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,99.54725945,-21.32351498
45,98,2040,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,98.80216975,-21.91239145
45,98,2041,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,98.0935262,-22.47246296
45,98,2042,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,97.07927391,-23.27407021
45,98,2043,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,96.46514926,-23.75943936
45,98,2044,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,95.63979295,-24.41175399
45,98,2045,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,94.86478054,-25.02427966
45,98,2046,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,94.12295256,-25.61057825
45,98,2047,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,93.51506772,-26.09101581
45,98,2048,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,92.57640218,-26.8328836
45,98,2049,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,91.91767709,-27.3535024
45,98,2050,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,91.17492732,-27.94052952
45,98,2051,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,90.24711054,-28.67382307
45,98,2052,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,89.50209175,-29.2626435
45,98,2053,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,89.01666312,-29.64629864
45,98,2054,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,88.49379565,-30.05954332
45,98,2055,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,87.94561441,-30.49279455
45,98,2056,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,87.3083741,-30.996433
45,98,2057,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,86.89995037,-31.31922786
45,98,2058,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,86.22030774,-31.85637869
45,98,2059,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,85.53208537,-32.40031046
45,98,2060,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,84.61951358,-33.12155524
45,98,2061,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,84.20151741,-33.45191561
45,98,2062,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,83.89683046,-33.69272282
45,98,2063,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,83.31936467,-34.1491189
45,98,2064,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,82.90775012,-34.4744356
45,98,2065,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,82.41969794,-34.86016425
45,98,2066,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,82.04630221,-35.15527497
45,98,2067,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,81.77834503,-35.36705307
45,98,2068,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,81.25455577,-35.78102627
45,98,2069,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,80.80933135,-36.1329063
45,98,2070,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,80.52428561,-36.35819022
45,98,2071,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,80.25065589,-36.57445157
45,98,2072,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,79.82670354,-36.90951936
45,98,2073,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,79.3730412,-37.26806824
45,98,2074,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,79.00453804,-37.55931215
45,98,2075,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,78.6701411,-37.82360045
45,98,2076,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,78.1520953,-38.23303435
45,98,2077,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,77.82393817,-38.49239106
45,98,2078,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,77.3772247,-38.84544795
45,98,2079,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,77.01935758,-39.12828574
45,98,2080,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,76.79912075,-39.30234839
45,98,2081,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,76.46897823,-39.56327423
45,98,2082,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,76.12763242,-39.83305452
45,98,2083,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,75.81897469,-40.07700002
45,98,2084,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,75.67085017,-40.1940692
45,98,2085,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,75.31425938,-40.47589826
45,98,2086,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,74.96029214,-40.75565381
45,98,2087,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,74.41593987,-41.18587884
45,98,2088,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,74.05771822,-41.46899683
45,98,2089,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,73.65425796,-41.78786885
45,98,2090,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,73.15854783,-42.17964991
45,98,2091,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,72.90817557,-42.37752988
45,98,2092,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,72.63121322,-42.59642515
45,98,2093,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,72.429554,-42.75580512
45,98,2094,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,72.08246472,-43.03012472
45,98,2095,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,71.8284053,-43.23091882
45,98,2096,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,71.51556406,-43.47817072
45,98,2097,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,71.20173013,-43.72620718
45,98,2098,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,70.9917748,-43.89214392
45,98,2099,0.605,220,0.0414,0.00438,0.099601925,-1,0.624929063,-0.375070937,70.85301,-44.00181572
45,99,2015,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,274.7208008,0
45,99,2016,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,274.4126994,-0.112150736
45,99,2017,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,274.0764467,-0.234548712
45,99,2018,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,273.6413513,-0.392926017
45,99,2019,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,273.1156084,-0.584299549
45,99,2020,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,272.3255552,-0.871883597
45,99,2021,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,271.2929622,-1.24775357
45,99,2022,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,270.5044729,-1.534768349
45,99,2023,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,269.4192681,-1.92978933
45,99,2024,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,268.33863,-2.323148004
45,99,2025,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,267.4746325,-2.637648216
45,99,2026,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,266.4206444,-3.021306132
45,99,2027,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,265.3908664,-3.396151428
45,99,2028,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,264.5502033,-3.70215778
45,99,2029,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,263.5196747,-4.077276299
45,99,2030,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,262.6087582,-4.408855305
45,99,2031,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,261.6020019,-4.775320566
45,99,2032,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,260.5940569,-5.142218521
45,99,2033,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,259.8107601,-5.4273432
45,99,2034,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,258.6481702,-5.850532815
45,99,2035,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,257.5772912,-6.240339119
45,99,2036,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,256.8126368,-6.518677853
45,99,2037,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,255.8477322,-6.869908847
45,99,2038,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,255.1136691,-7.137112167
45,99,2039,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,254.3860494,-7.401970051
45,99,2040,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,253.7147951,-7.646310596
45,99,2041,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,252.9945574,-7.908481388
45,99,2042,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,252.1095402,-8.230632895
45,99,2043,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,251.4855177,-8.457780784
45,99,2044,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,250.6031905,-8.778953115
45,99,2045,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,249.8046293,-9.069634126
45,99,2046,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,249.0562402,-9.342052195
45,99,2047,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,248.3171098,-9.611100042
45,99,2048,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,247.1725368,-10.0277314
45,99,2049,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,246.3993119,-10.30918985
45,99,2050,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,245.4992806,-10.63680657
45,99,2051,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,244.5153581,-10.9949602
45,99,2052,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,243.6457304,-11.31150983
45,99,2053,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,243.0345324,-11.53398953
45,99,2054,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,242.3293713,-11.79067235
45,99,2055,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,241.6126994,-12.05154517
45,99,2056,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,240.8658117,-12.32341672
45,99,2057,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,240.339193,-12.51510905
45,99,2058,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,239.45599,-12.83660018
45,99,2059,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,238.586112,-13.15324092
45,99,2060,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,237.4292774,-13.57433558
45,99,2061,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,236.8379105,-13.78959663
45,99,2062,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,236.3464498,-13.96849124
45,99,2063,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,235.5980607,-14.24090931
45,99,2064,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,234.9953081,-14.46031483
45,99,2065,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,234.3264936,-14.70376727
45,99,2066,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,233.732249,-14.92007583
45,99,2067,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,233.1968721,-15.1149562
45,99,2068,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,232.4164529,-15.39903341
45,99,2069,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,231.7769784,-15.63180592
45,99,2070,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,231.3565843,-15.78483186
45,99,2071,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,230.8177667,-15.98096466
45,99,2072,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,230.2001877,-16.20576708
45,99,2073,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,229.5141695,-16.45548177
45,99,2074,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,228.948827,-16.66126979
45,99,2075,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,228.324304,-16.88859987
45,99,2076,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,227.6422271,-17.1368799
45,99,2077,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,227.0813888,-17.34102837
45,99,2078,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,226.4306537,-17.5778998
45,99,2079,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,225.8013137,-17.80698329
45,99,2080,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,225.3825461,-17.95941718
45,99,2081,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,224.9184861,-18.12833777
45,99,2082,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,224.3096653,-18.34995215
45,99,2083,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,223.7939318,-18.5376822
45,99,2084,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,223.5326243,-18.63279968
45,99,2085,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,222.9493901,-18.84510039
45,99,2086,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,222.3793556,-19.05259633
45,99,2087,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,221.5602753,-19.35074641
45,99,2088,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,220.99731,-19.55566912
45,99,2089,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,220.397873,-19.77386774
45,99,2090,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,219.6315921,-20.05279853
45,99,2091,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,219.1767907,-20.21834893
45,99,2092,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,218.7177979,-20.38542503
45,99,2093,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,218.3116672,-20.53325902
45,99,2094,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,217.8881451,-20.68742357
45,99,2095,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,217.3619018,-20.87897925
45,99,2096,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,216.8108226,-21.07957535
45,99,2097,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,216.2518611,-21.28304065
45,99,2098,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,215.8587426,-21.42613811
45,99,2099,0.473,971,0.0327,0.00183,0.215617369,-1,0.992275917,-0.007724083,215.5879262,-21.52471689
6,0,2015,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,158.5700344,0
6,0,2016,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,158.2614618,-0.194597044
6,0,2017,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,157.8111353,-0.478589226
6,0,2018,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,157.2126659,-0.856005679
6,0,2019,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,156.4049709,-1.365367365
6,0,2020,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,154.9453065,-2.285884539
6,0,2021,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,153.8970722,-2.946939009
6,0,2022,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,152.9174331,-3.564734864
6,0,2023,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,151.7336235,-4.311288022
6,0,2024,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,150.9233308,-4.822287911
6,0,2025,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,149.8756582,-5.482988153
6,0,2026,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,148.8908938,-6.104016207
6,0,2027,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,147.9704416,-6.684486662
6,0,2028,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,147.2975497,-7.108836637
6,0,2029,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,146.7448571,-7.457384584
6,0,2030,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,145.5479885,-8.21217322
6,0,2031,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,144.7860001,-8.69271067
6,0,2032,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,143.9731096,-9.205348826
6,0,2033,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,143.1965176,-9.695095835
6,0,2034,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,142.5681387,-10.0913743
6,0,2035,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,141.9760584,-10.46476156
6,0,2036,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,140.597978,-11.33382891
6,0,2037,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,139.3875588,-12.09716304
6,0,2038,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,138.9117461,-12.39722775
6,0,2039,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,138.2849821,-12.7924878
6,0,2040,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,137.6484589,-13.19390235
6,0,2041,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,137.1172506,-13.52890152
6,0,2042,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,136.3386225,-14.01993257
6,0,2043,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,135.3349014,-14.65291541
6,0,2044,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,134.7660605,-15.01164706
6,0,2045,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,134.3087131,-15.30006687
6,0,2046,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,133.7863512,-15.62948718
6,0,2047,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,132.8764305,-16.20331609
6,0,2048,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,132.1980622,-16.63111968
6,0,2049,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,131.6238854,-16.99321634
6,0,2050,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,130.7570737,-17.53985916
6,0,2051,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,130.3777996,-17.77904313
6,0,2052,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,129.7033631,-18.20436718
6,0,2053,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,128.6349084,-18.87817337
6,0,2054,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,127.9109738,-19.33471271
6,0,2055,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,127.5597838,-19.55618583
6,0,2056,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,127.0949238,-19.84934336
6,0,2057,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,126.0967493,-20.47882831
6,0,2058,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,124.8286878,-21.27851377
6,0,2059,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,124.3550516,-21.57720589
6,0,2060,0.594,794,0.0393,0.00209,0.159981563,-1,0.854878413,-0.145121587,123.9158885,-21.85415803
